id,video_id,text,label,label_prior,matched_keywords,matched_categories,annot_time_sec,annot_ts
UgzJ5jyABpD5yLWoGmR4AaABAg,GE9a-UY4I7E,Булар жон эле ийне жоголду деп жер чукуп олтурушат жинди чалыш болуп олтурушат ал бетте Атамбаевдин кийлигишуусу болду да майда чуйда киши жазабайт да бештен белгилуу да,offensive,potentially_hate,олтуру,profanity_ky,24.02,1779544326
UgxBa4FQxbWRzzxfo3d4AaABAg,rcF3WelvY18,"Уйгур зек ЛГБТ президентинер жана анын сарт ЛГБТ шпион досу жана ушул экоону колдогон кошоматчылар, силер дагы ЛГБТысынар!!! 😂 Анан, ЛГБТ болуп туруп, ЛГБТлар курошконунор, кандайча болуп калат??? 😂",hate,potentially_hate,сарт,ethnic,62.66,1779544389
UgxwvhsiuRNOupn4Ra94AaABAg,rcF3WelvY18,"14:45 😂😂😂 западлого даже артынан чуркаш 😂😂😂 7м чуркаганда эркек , суйлогондо канчык 😂",offensive,potentially_hate,чурка,ethnic,8.79,1779544398
UgjaIxcMjJmFZXgCoAEC,GE9a-UY4I7E,Жалган соз баарын акчага сатып алган да акмак баарын камаш керекАташ да,offensive,potentially_hate,акмак,profanity_ky,8.24,1779544406
UgwBLNYqGp1lBPuDFJZ4AaABAg,uVtRxYnDPIQ,Сознания детейдетго блять туйруш герек,offensive,potentially_hate,бля,profanity_ru,72.56,1779544479
UgzOFtYnSAOrs6bFixV4AaABAg,HeGfRTka3TQ,Бул батыштын кыргыздардын мен талитетин каршы турган уюму акчага сатып алышкан,non_hate,likely_non_hate,,,38.09,1779544517
UgxXT9Ys80yhltP9KMp4AaABAg,KSVY5SRkfn8,Онолуп атабыз десе Ташикем Камчыдан ашкан го,non_hate,likely_non_hate,,,4.92,1779544522
UgysVkKb6bP8d3QZFPx4AaABAg,mOGb4Wzdbv4,Афристке боло берет бул акмак пешка экенин сезип жатабы экен,offensive,potentially_hate,акмак,profanity_ky,18.68,1779544540
UgyG-4ZFsRz40JD7iol4AaABAg,GE9a-UY4I7E,Баарынар эшексинер суки элден жеген акчанар котунордон чыксын Батукаевдын кулусунар кулсунар,offensive,potentially_hate,эшек,profanity_ky,84.09,1779544625
UgzO8ilD7RGz3hpcaN14AaABAg,9SK6boOSZX0,"Биздин солдаттар 200 дой таджиктерди олтуруптур го, эмкиде киргенде дагы бир ойлонуп кол салат",hate,potentially_hate,олтуру,profanity_ky,87.41,1779544712
UgwP5jY4u17X4_nAo5h4AaABAg,mOGb4Wzdbv4,каршы чыгалы эли журт,non_hate,likely_non_hate,,,2.45,1779544714
Ugx4CQMd2XQWL2SEY894AaABAg,mOGb4Wzdbv4,"Астагфируллох,оллохим узи хидоятоасин,иймонимизи бутун килсин",skip,likely_non_hate,,,3.07,1779544717
UgzKOEi0faPYY4xS7fx4AaABAg,MzmJyHQlS5Y,Женбеков эшектин тушоосун да чечкен жок,non_hate,potentially_hate,эшек,profanity_ky,6.16,1779544724
Ugx76GfNxyPk1OhGo4x4AaABAg,9SK6boOSZX0,Ушул Шох деген котту мекендештерибиз учун олтуруп оч алышыбыз керек,hate,potentially_hate,олтуру,profanity_ky,8.31,1779544732
UgygB_tC00lEyoQR_Vt4AaABAg,HeGfRTka3TQ,Оооой жалаптар кыздардын баары жалаптар,hate,potentially_hate,жалап,profanity_ky,3.65,1779544736
UgwguftVgK53CVuVNZF4AaABAg,8W94yWJHw6A,Тантыраган Акмактар Раимдан сура кантип уурдаш к к деп эле айтсан болмок Бир жолу жаштарга БУМАГА 🧻 айткандай вообще невозможно экенда ОКМОТТО иштеш колунарда келбесе жаштарга бошотсонор боло оорун,non_hate,potentially_hate,акмак,profanity_ky,11.18,1779544766
Ugw8T_7_lR3g6C_2SoR4AaABAg,MzmJyHQlS5Y,Сволучтар богун жепсинер 38:59,offensive,likely_non_hate,,,8.1,1779544774
Ugzc056zaHz_P5RPwat4AaABAg,HeGfRTka3TQ,Чоон проблема чечип атышатго,non_hate,likely_non_hate,,,6.85,1779544781
UgybaULSM4WmXbtp0494AaABAg,rcF3WelvY18,Түздөн-түз жалап болота,hate,potentially_hate,жалап,profanity_ky,37.68,1779544819
UgwhSFx8YS82DuLOHIp4AaABAg,KSVY5SRkfn8,Бул озу Эду деген жана тегерегиндеги 40 чоросу мурдагы Матраимовдун спортсмендери.Анткени Эду деген гугулда Матраимовдун жана Саркарбаев менен тушкон суроттору коп экен.,non_hate,likely_non_hate,,,10.52,1779544829
Ugy-kXzumCIohM5yQTJ4AaABAg,8W94yWJHw6A,Оз елине оз ханына каршы чыка уйбулонун кордугу балдарына тийсин,offensive,likely_non_hate,,,57.41,1779544887
UgzvRRqNrFfvnI0NbZt4AaABAg,rcF3WelvY18,А блят эки кыргызды кармап артынан куалап албай андаш башкасына күч жетпедиби орусу башкасыда жүрөт тегиз баарын кармап бетин ачкылада,offensive,potentially_hate,бля,profanity_ru,14.1,1779544901
UgzTeSAd8CxIj2Uj8sl4AaABAg,uVtRxYnDPIQ,Пиздец товарищи это пиздец😂😂😂😂😂,offensive,potentially_hate,пиздец,profanity_ru,2.11,1779544903
UgyNiqOm_UVOspcItPx4AaABAg,va4UkKaVJ8k,"Туйруш керек буларды ойгонсонор боло,намыс деген жок калды",hate,likely_non_hate,,,7.75,1779544911
UgxZD-wswLs9Is9IT2V4AaABAg,bXQ7pHLuXSc,Максим Бакиев сам успешный бизнесмен вполне мог сам заработать....он и сам по себе умный человек ...зачем травлю на него открывать,skip,likely_non_hate,,,4.6,1779544915
Ugx8LQJSKkQhz6QZrYp4AaABAg,8W94yWJHw6A,Муну да олтуруп койбосо болду,non_hate,potentially_hate,олтуру,profanity_ky,6.07,1779544921
UgzjMoTjJLO1Ntt_ESB4AaABAg,KSVY5SRkfn8,"Садыр Жапаров бали, сиз менен сыймыктанабыз",non_hate,likely_non_hate,,,3.63,1779544925
Ugw2MmGn9pxEJciAyTl4AaABAg,8W94yWJHw6A,Надира жезкемпир качан жоголот 😮😮😮,offensive,likely_non_hate,,,76.92,1779545002
Ugw8ZWkJwFmiGjSwvpV4AaABAg,MzmJyHQlS5Y,"САДЫР ЖАПАРОВ: Раим Матраимов камалат, мен азыр толук кандуу ишке киреше элекмин. Канча жыл өттү? Же Садырга да факты керекпи?",non_hate,likely_non_hate,,,10.1,1779545012
Ugzov_7Q9CfhflMBdTF4AaABAg,rcF3WelvY18,Кудай Аллах деп жашачу болдукко оронгон кыздар калян тартып атса өтө өөн учурайт экен уяты жок ээнбаштар🤨,offensive,likely_non_hate,,,16.31,1779545028
UgzH6LYYHpHu32Qp9E54AaABAg,8W94yWJHw6A,"99% пайыз азыркы депутаттар чиновниктер баары Раимдин чайын ичип жүргөндөр. Ташиев деле аны убагында ""жөнөкөй жигит"" деген, эмне билген эмес би? Көлбаевдин деле чайын ичип жүргөндөр азыр олтурушат жогорку жакта. Эми эле баары жанталашып актанышат.",non_hate,potentially_hate,олтуру,profanity_ky,20.31,1779545048
UgyPRni926LD_Cw3Tlp4AaABAg,8W94yWJHw6A,блять сигеин дагы эле коррупция 30 жылдан бери колунан эч нерсе келишпейт,offensive,potentially_hate,бля,profanity_ru,5.03,1779545054
UgwmUWAbYv70UN59aAB4AaABAg,HeGfRTka3TQ,оронуп алсан эч качан тийише албайт саксайып чачын жамбашыны корсотуп журсон тийишетта,offensive,potentially_hate,амбаш,profanity_ky,114.16,1779545168
UgyA3QNxD7Mpk4gm4Sd4AaABAg,MzmJyHQlS5Y,Талант мамытов .тусунон горунуп турат .хуйовой адамсын .ешек,offensive,potentially_hate,хуй,profanity_ru,17.85,1779545186
UgzN79tizY_Zcw2KDlt4AaABAg,rcF3WelvY18,Калян деген тамекиби же эмне,non_hate,likely_non_hate,,,2.86,1779545188
UgyC-NNoP1uSiswSlqd4AaABAg,GE9a-UY4I7E,чечен туугандар кыргыздардан кечирим сурашты го ушундай акмакка чыдаган силерге рахмат деп,offensive,potentially_hate,акмак,profanity_ky,9.62,1779545198
Ugyu3Zj9zi6immwD0P14AaABAg,8W94yWJHw6A,Матраев олсо андан башкалар чыгат,non_hate,likely_non_hate,,,3.6,1779545202
UgzDFOFSh_HwRLKBphh4AaABAg,bXQ7pHLuXSc,Бул чмону акча сактайалбайт.Чмону акча Адам кылбайт!!!Акыры бул акча мунун тубуно жетет.,offensive,potentially_hate,чмо,profanity_ru,8.49,1779545210
Ugzyl3XLfFkjHYSNi2d4AaABAg,rcF3WelvY18,Ма ша Аллах Ля хауля ва ля куввата илля биЛлях Баракя-Ллаху фик,skip,likely_non_hate,,,3.66,1779545214
UgyZ9XHLmogpK0ORC9p4AaABAg,9SK6boOSZX0,"Шох эки дуйнодо жакшылык корбосун! Аллахым жазасын берсин!Бул акмакка,жаан жааган убакта,100жолу,кавсар суроосун окугула! Женишке жетебиз!",offensive,potentially_hate,акмак,profanity_ky,20.76,1779545235
UgxtI77WhylYFcIz9wN4AaABAg,GE9a-UY4I7E,Аллах кор кылсын азыркы бийликтен баштап Акаевге чейинки бийликте отурган иттерди ошол иттерди колдоп жаткан эшектерди кыяматда ошол иттер менен чогу кылсын,offensive,potentially_hate,эшек,profanity_ky,24.58,1779545259
UgzXPbuR2vhOVSknJ394AaABAg,9SK6boOSZX0,Тоҷикистон ба пеш,skip,likely_non_hate,,,2.39,1779545262
Ugy1tnjI3IhihvmwG7N4AaABAg,HeGfRTka3TQ,ЫДЫКкорсоткон адамга катуу жаза корулсо жакшы бболмок,non_hate,likely_non_hate,,,16.11,1779545278
UgwPoOyp9apfCw8bREh4AaABAg,va4UkKaVJ8k,Молодцы. Жаштарды олтуруп жатышат а то наркоман кылып,hate,potentially_hate,олтуру,profanity_ky,9.53,1779545287
Ugw8eYQYZ0SSQ1kTY4V4AaABAg,bXQ7pHLuXSc,Ай акмак журналист Кубат Максимдин байлыгы эмес АШАнын миллардын тапсанар болмок,offensive,potentially_hate,акмак,profanity_ky,5.55,1779545293
UgwGz6JilY4SlyOXNhx4AaABAg,9SK6boOSZX0,"Алланын каргышына калгыр, эшек тажиктер",hate,potentially_hate,эшек,profanity_ky,5.31,1779545298
UgzxXIv4QZ5yEqe_a914AaABAg,9SK6boOSZX0,Иншаллах тазиктер жооп бере турган кун келет Иншаллах,hate,likely_non_hate,,,6.64,1779545305
UgxuL-OXIqCUp5R4LDp4AaABAg,8W94yWJHw6A,"Ууру, акмактар Кудайым жазанарды берсин. Садырдын б.... на тойгула уурулар.",offensive,potentially_hate,акмак,profanity_ky,8.28,1779545313
UgyS1kLO2wq2rUTvtdB4AaABAg,bXQ7pHLuXSc,Кыргызстанды кыйратпай жатасынар. Лондонго убара болбойле койбопсунарда. Ыссыкта😀😀😀😀,non_hate,likely_non_hate,,,10.21,1779545323
Ugz3B2es4rKfZBrXaj14AaABAg,va4UkKaVJ8k,Эркектер бузуп жатат деген жалаптар силер жалапсынар. Ата энең койнунан уурдап чыгып сигип койгонсуп өзүңөр ыңгайсыз жерди ыңгайлуу кылып ачып берген силерде күнөө темселеп жүрөсүңөр ар жерде сигарет чегип. Күнөөңдү айтса беш кол тең эмес деп чыгасыңар көрүп эле жатабыз го кыздарды катындарды ошолорду көрүп кантип аял кишиге ишенесиң андай жалаптарды көргөн киши чын сүйлөсө дагы ишенбей калат,hate,potentially_hate,жалап,profanity_ky,6.0,1779545329
Ugyg21t1qmGjkhhC7iN4AaABAg,GE9a-UY4I7E,рысалиев деген эшек койберген азыр депутат,offensive,potentially_hate,эшек,profanity_ky,3.91,1779545333
Ugyv3mtIwL5AEApHSZt4AaABAg,8W94yWJHw6A,Котоко окшобой колдогондорду да камаш керек,offensive,potentially_hate,коток,profanity_ky,5.09,1779545338
Ugx60FRoNlqj1c8HaRJ4AaABAg,KSVY5SRkfn8,Келечекти ойлогондор ото аз!,non_hate,likely_non_hate,,,2.55,1779545341
UgwJrU70Z6E8Ypfz5Sd4AaABAg,9SK6boOSZX0,Акмактар тажиктер кол салган Аллахым жазанарды берсин ылайым,hate,potentially_hate,акмак,profanity_ky,104.14,1779545445
UgyHMhlaQf0ftlhVkax4AaABAg,8W94yWJHw6A,"Акаевти камаш керек биринчиден ошол акмак баштады бут корупцианы кумтор учун,армиа учун ачка калган солдаттар.камчи менен кошо жургондор министерлер байлар журот эч ойлонбой.камаса чекеден камасын туштук тундукко болунбой",offensive,potentially_hate,акмак,profanity_ky,9.7,1779545455
UgwAkFBPAIDlIQKrNwZ4AaABAg,GE9a-UY4I7E,надо всех чиновников растрелять с 2010 до 2017 как врагов народа время придет и вы все ответите.я всех растрелял бы если бы стал презиком,skip,likely_non_hate,,,4.96,1779545460
UgwFFNQQBgB_Y0jlKvV4AaABAg,bXQ7pHLuXSc,Сыртынан соттобойле өлтүрүп салыш керек бул шакалды,hate,potentially_hate,өлтүрү,profanity_ky,4.82,1779545464
UgwdlJywguap1bF5Pix4AaABAg,bXQ7pHLuXSc,Бир жолу олтуруп келбейт белен ал шакалды,hate,potentially_hate,олтуру,profanity_ky,9.73,1779545474
UgxF7ogj2YHIW-t1sBF4AaABAg,8W94yWJHw6A,Нарматова бетин Бет эмес эле эшектин коту экен,offensive,potentially_hate,эшек,profanity_ky,6.71,1779545481
Ugx28wumRlUmWJsZfYF4AaABAg,bXQ7pHLuXSc,Маладес Бакиевтер иштеп жешкен азыркылар иштебей эле жеп жатып калдыго бир гарыш границаны чече албай тентек болуп жатышат идиоттор жети областан экиден деппутат калтырып калганын камаш керек,offensive,potentially_hate,тентек,profanity_ky,22.93,1779545504
UgzwvfRj0p-OlXLyDnt4AaABAg,KSVY5SRkfn8,"Мультфилим бар элего, бир бала келип драконду олтуруп анан озу дракон болуп калат элего. Так ошондой болуптурда",non_hate,potentially_hate,олтуру,profanity_ky,6.56,1779545510
UgwlCAZznZZT5EhCbTt4AaABAg,iM4S3PDEGDg,"Ээй, жомокту айтпагылачы, болерлерди, элди баш аламандыкка үгүт кылганын камаш керек, бул зөөкүр фанат блоггерлердин иши, канал канчна коп окулса ошончо акча алат акмактар",offensive,potentially_hate,акмак,profanity_ky,18.6,1779545529
UgwtkK_F1mV_2c5QcMJ4AaABAg,GE9a-UY4I7E,Озубуздун чыгаан жигитибиз Садыр Жапаровту камап кайдагы мыкаачыны коргоп колдоп кое бергендер онбойтго Азиз адам олтурсо майли озун олтурбой периште кыласынарбы башынарга салла кылып тагып алгыла акмактар,offensive,potentially_hate,акмак,profanity_ky,23.28,1779545552
UgxUFNr4AufGKsc8U994AaABAg,bXQ7pHLuXSc,"Эгер Максим Бакиев кунолуу болсо ал чет олкодо кармалмак, нары ал иштей алмак эмес, ушунча жылдан бери эч нерсе табылбады, чет олкодогу окмоттор да коз алышмак, азыр кыргызстанда ким иштеп кетсе ошол кунолуу деп айтылат а биздин депутаттар аккуунун котундой ак аларды корбойбуз сокур болуп калышкан го ошолор отурат акча жээрлер бир иш кылса гана, откон кунду эле талкулай беришет",offensive,likely_non_hate,,,30.16,1779545582
UgxOz-anf6uhnd8DS3N4AaABAg,GE9a-UY4I7E,Атамбаевдын заказы Атамбай камалсын Кыргыз Элиме Жоопберсин соттолсун,non_hate,likely_non_hate,,,5.0,1779545587
UgwUQqNaeqCKlim0ATl4AaABAg,va4UkKaVJ8k,Олтуруш керек буларды,hate,potentially_hate,олтуру,profanity_ky,2.3,1779545590
UgyGUgSNMZbSPcmfX2B4AaABAg,9SK6boOSZX0,"Кудайга шүгүр, ушунча убакыттан бери чечилбеген чек ара маселесине чекит коюлду, эми сактаныш эле калды.",non_hate,likely_non_hate,,,9.49,1779545599
UgykdQKxxviMlTG0zqF4AaABAg,bXQ7pHLuXSc,Акмак бакиевдер жакшылык көрбөгүлө тукумуңар курутуп болсун кыргыз элин сызга отургузуп качып кеттиңер канкорлор арам өлгурлөр жараткан Алла жазаңарды жүз эселеп берсин оомийин.,offensive,potentially_hate,акмак,profanity_ky,16.25,1779545615
Ugxq1XxvK48oJWY7swV4AaABAg,KSVY5SRkfn8,Бляяйт Кытайдын жазасын берсе шакалдарга,offensive,potentially_hate,бля,profanity_ru,3.27,1779545619
UgzqQvTTN3F2djJoQPp4AaABAg,HeGfRTka3TQ,Бизде закон жок чара колдонсо кыздар жашырбай айтат акмактарды камаш кк,offensive,potentially_hate,акмак,profanity_ky,13.61,1779545632
Ugy1H-omdS1oK-jlG5N4AaABAg,9SK6boOSZX0,ВЫ ВОЙНА НАЧИНАЕТ ПОТОМ БЕГАЕТ И САЛДАТ сдаваться а потом (блогер)-женшина КАК ЖЕНШИНА НАШОТ ЛЕВ 🦁 ТАДЖИК ГОВАРИТ ЭЙ труси. Мы КРОВ ДАЁМ ЗЕМЛЯ НЕТ 🇹🇯‼️ МОНГАЛЕСИ И ТУРКИ РЕАКСИЯ ПОТОМ БЛЯД ПОЯВИЛСЯ ТРУС 😑ТАКОЙ,skip,potentially_hate,бля,profanity_ru,3.61,1779545636
UgweYTtsryFoIBHeqYJ4AaABAg,HeGfRTka3TQ,Чоочун аял -эркек аралаш журсо тырсыйтып кочугунун размери билингидей тар кийсе анан эркек азгырылат да.Менин курсташ бир кыз бар эле турмушка чыккандан кийин сабака келип калды бир куну сулуу кыз эле .Бир куну кафедранын башчысы агайыбыз ошол кызынарды мага чакырып бербейсинерби деп жаман оюн айткан .Жашы бир топко барып калганы учун ээгин сындыра урайын деп бирок акмак экенсин дегенден башка айла жок болгон.Ошон учун чоочун аял эркек аралашкандан этият болуг керек,hate,potentially_hate,акмак,profanity_ky,13.64,1779545650
UgxTqZeS01cg60kGsWR4AaABAg,rcF3WelvY18,Бляяя биздеда ушундай кызтекелер голуболор барбы😮😮 чогултуп туруп эле чункурга таштап ортоп салыш керекко,hate,potentially_hate,бля,profanity_ru,19.61,1779545669
UgxDXUP4yUPX7VqA50x4AaABAg,fIXFhZQ1Irg,"Люди, этот марш был против насилия в семьях и за права женщин, детей. ГдЕ вЫ туТ вИдеТе пРоПагАнДу лесбийства и лгбт в общем?",skip,likely_non_hate,,,3.22,1779545672
UgyR8pSWjimgYViQ07d4AaABAg,9SK6boOSZX0,Чекеден кырылып олсун манкурт тажиктер,hate,potentially_hate,манкурт,ethnic,5.77,1779545678
Ugxar_j3IFol2-GCkGh4AaABAg,9SK6boOSZX0,Генеральный шох ранше бл маджахед,skip,likely_non_hate,,,4.28,1779545682
UgxP8J1uqsgf-FYEZlB4AaABAg,KSVY5SRkfn8,"Раст болуптур, баары камалсын, мафия болгондор",non_hate,likely_non_hate,,,4.6,1779545687
UgxJIgMmJgWAXoZGjuN4AaABAg,8W94yWJHw6A,Эки жузду эшектер,offensive,potentially_hate,эшек,profanity_ky,1.77,1779545689
UgziMLkgS7aLIR5x_0p4AaABAg,rcF3WelvY18,Бийликти тоготбогон копкон акмактар,offensive,potentially_hate,акмак,profanity_ky,3.16,1779545692
UgxpiyoaFNeYixiHx0N4AaABAg,9SK6boOSZX0,"Генерал Шок убагында Жергеталда меджохед болуп жургонун эл жакшы билет. Генерал согушка баш болуп киргени, бул демек Эмомали эшектин буйругу экени айтпасада тушунуктуу . Тажиктерден эчкачан жакшылык келбейт.",hate,potentially_hate,эшек,profanity_ky,66.63,1779545759
UgwJnNJiWUCE4g7BYfZ4AaABAg,9SK6boOSZX0,"КЫРГЫЗСТАНГА РАХМОН ШАКАЛЫ КЕЛЕБИ, ШОХ ИСКАНДАРОВУ КЕЛЕБИ ӨЛТҮРҮШ КЕРЕК ДА КЫЙНАП",hate,potentially_hate,өлтүрү,profanity_ky,15.84,1779545774
UgwfpX74wTxdphpkqiN4AaABAg,9SK6boOSZX0,Рутон смех уродхо шайтонхо,skip,potentially_hate,урод,profanity_ru,2.35,1779545777
UgxRf0yzMbx3VGXGKuR4AaABAg,HeGfRTka3TQ,"Зомбулук, забота, смски, коом, ыдык пыдык ха-ха-ха-ха что за детский сад",non_hate,likely_non_hate,,,6.53,1779545783
UgxYubqOX6cpdWCB2LV4AaABAg,va4UkKaVJ8k,Мамлекеттен кууп салыш керек келгис кылып,non_hate,likely_non_hate,,,68.16,1779545852
Ugz_a3VvdRB0Xyg-PvN4AaABAg,fIXFhZQ1Irg,"Карасартова ты достала блядь правокатор,",skip,potentially_hate,бля|блядь,profanity_ru,4.16,1779545856
UgyL3WTrB-HQJlk8sB94AaABAg,9SK6boOSZX0,Коток барбы бу видиодо изилдеп озунду жерге уруп котун айрыш керек,hate,potentially_hate,коток,profanity_ky,5.66,1779545861
Ugwb_rbeSLpNnViJO7F4AaABAg,rcF3WelvY18,Ведущий диктатор свое мнени держи при себе иди учитса вабще неграмотный ведущий ужас,skip,likely_non_hate,,,4.0,1779545865
UgxJ8waKrRCig_IGEOd4AaABAg,mOGb4Wzdbv4,Булардын башкы колдочулары равшан жээнбеков отунбаева текебаев сыяктуулар турганда булар ачыка чыга баштады буларга катаал чаралар керек буларды баардык жерде кыргыз урпагы деп санабаш керек жана коомдон ажыратыш керек,hate,likely_non_hate,,,100.49,1779545966
Ughg7iGQgrBgiHgCoAEC,GE9a-UY4I7E,аида салянова жаляп азиз батукаевдин котогун соруп журуп,hate,potentially_hate,жаляп,profanity_ky,5.62,1779545971
UgxvZqKe8Ca4ZT0wRgp4AaABAg,rcF3WelvY18,Манкурттар. Эне-тилин жеериген манкурттар.,offensive,potentially_hate,манкурт,ethnic,4.71,1779545976
Ugwmp6usxCX-w7r9dp94AaABAg,GE9a-UY4I7E,Мына ак чач Туштонкийин Актанбай эле койчу барибир билесинде кандай жол менен кетгкнин,non_hate,likely_non_hate,,,6.93,1779545983
Ugx1873WiRDpNx_nfZ54AaABAg,9SK6boOSZX0,Рахмон качкан куну буларды аеоосуз тажиктар оздору жок кылат,non_hate,likely_non_hate,,,8.79,1779545992
UgxgH-AjkY7hGMsoiP14AaABAg,bXQ7pHLuXSc,Азаттык чагымчы кимдин заказы кыргызтандагы олигахтардын аташтын дуйносун тарт же киришпегиле америка азаттык укбайбыз мусурмандарды кырып байлыгына нефтьге коз артып согуш ачып жатат эмне учун тартып корсотбойсунор баскынчылар саясатынар тетири,non_hate,likely_non_hate,,,20.39,1779546012
UgxRY4jaQGKTHIRui2R4AaABAg,8W94yWJHw6A,Элдин калоосу Жогорку кенештен Эрулан Кокулов менен Нуржигит Кадырбековго окшогон жаны жуздорду коргусу келет,non_hate,likely_non_hate,,,9.79,1779546022
UgwzfldsIk_Igv9AzQx4AaABAg,GE9a-UY4I7E,"Журналист акмак, интриган э́кенсин",offensive,potentially_hate,акмак,profanity_ky,4.69,1779546027
UgwDr1GN8ti1twWBg4x4AaABAg,MzmJyHQlS5Y,Шайлообек деген шакалды ким шайлады билими абдан томон мамлекеттк кызматта бир кун иштебей депутат болду биздин элдин денгээлинне жараша экен,offensive,likely_non_hate,,,11.71,1779546039
UgwgbxA3RJJ5oTKkV4R4AaABAg,rcF3WelvY18,"Чындыгында жанды кейите турган маселе экен. Бирок коопсуздук күчтөрү алсыз экениңерди көрсөттүңөр, аныктап гана бердиңер. Эми жалпынардан суранабыз чара көрүлүп ушул ЛГБТга ""чекит."" койгула!",hate,likely_non_hate,,,15.6,1779546054
UgxOFwWga_sngjx2V5B4AaABAg,9SK6boOSZX0,что за язык коток,skip,potentially_hate,коток,profanity_ky,3.65,1779546058
Ugz1CAE3rdxY-nvvLx94AaABAg,bXQ7pHLuXSc,Бакиев менин балдарым акылдуу билимдүү деп эл алдында мактаныпсүйлөт канчага чейинуурдап кеткен кыргыз элинин байлыгына тайраңдап сайрандап жашашаар экен бир убакта кезеги келээр акмактардын кудай алдында жооп бересиңер.,offensive,potentially_hate,акмак,profanity_ky,15.67,1779546073
UgzqXymssWwfqSODDH14AaABAg,rcF3WelvY18,Жолукчан ашиналар кальянды бердирип атат,non_hate,likely_non_hate,,,55.53,1779546129
Ugzh9A7Jdd4SQNbQAMJ4AaABAg,9SK6boOSZX0,"Булар баары Душанбеден учуп келип, согушуп кетип жатат. Худжандыктар жок. Худжанд, Исфара, Киста Коз согушпайт, Лейлек, Баткен менен. Бул тварь Генерал Шох коптогон жерде ушинтип озу согушка катышат. Потому что опыт кооп Шохта. Имомалинын войны бул жетим тварь.",offensive,potentially_hate,тварь,profanity_ru,18.48,1779546147
UgxFoUUxuMR-X6pmzjZ4AaABAg,KSVY5SRkfn8,"АЗЫРКЫ ЗАМАН АКМАКТАРДЫН ЖУЗУ АЧЫЛА ТУРГАН ЗАМАН.УКМАКТАР ,САСЫТКЫЛАРДЫН БААРДЫГЫ ЖОК БОЛУП,ЖЕРИБИЗ ТАЗАЛАНСЫН!!!",offensive,potentially_hate,акмак,profanity_ky,10.99,1779546158
UgyUPo1S15gNuaiyudB4AaABAg,iM4S3PDEGDg,Клооп вы как клопы сосёте кровь народа. Туура эмес маалымат бербегиле. Мына жанагы айткан акчага сатылган журналисттер силерсиңер. 😡😡😡😡😡,skip,potentially_hate,сатылган,political,10.33,1779546169
Ugzmne0nA0FGVebzWDh4AaABAg,GE9a-UY4I7E,Если батукаева ест совест перед Аллахом признается кто дал добро ему он абманул вес кыргыский народ где жрал там и обосрал тремным законам таких жёстко наказывает он выше ставит интересы одного человека чем вес народ кыргыстана пуст признает правду перед аллахам я прошу чеченцев узнайте правду вы люди правильные у нас стране вот много лет много вопросов властям хотим истинное лицо видет продажных людей помогите батукаев знает главаря,skip,potentially_hate,продажн,political,3.78,1779546173
UgyAQngwyUjKFkfcf_F4AaABAg,rcF3WelvY18,ОЛТУРУБ ТАШТАШ КЕРЕК БУТТУ,hate,potentially_hate,олтуру,profanity_ky,3.27,1779546176
UgwoJtdH69Vp6Wd3cVh4AaABAg,9SK6boOSZX0,Мы Таджики не врагом ишо немного вы ето увидете!,skip,likely_non_hate,,,2.23,1779546178
Ugw9UX70fVe_bgjkWo94AaABAg,HeGfRTka3TQ,Калыбек Ишенов сиз озунуздун ютуб каналынарды ачып биздин кыргыз балдарга ой пикирлеринерди жана акылынарды болушсонор абдан жакшы болмок. Ошол канал ачканынар аз болсо да коп балдардын оюн озгортооруно козум жетет. Азамат,non_hate,likely_non_hate,,,12.29,1779546190
UgytM6BnLfJVXzZp0vp4AaABAg,bXQ7pHLuXSc,Журналист иниме айтаарым эгер сен калыс адам болсон кыргызстанды он беш жыл талап-тоноп кыйратып тонналаган алтыны бар милиарддарды сугунган Акаев жонундо эмне учун унчукпайсынарже ал тундуктон болгон учун унчукпайсынарбы тегиз бол элим Бакиев эн сонун президент болгон аны убакыт корсотот ичинер куйсо Бактевдерге туз жалагыла демекчимин.,non_hate,likely_non_hate,,,30.74,1779546221
Ugy-McvkIo2tPcSTgXd4AaABAg,9SK6boOSZX0,"Ата бергиле по хуй,афганбы тажикби,эненди скейлерди",hate,potentially_hate,хуй,profanity_ru,9.42,1779546231
UgzZHMjQxJxFz5qdWmF4AaABAg,MzmJyHQlS5Y,Бир дагы депутат таза эмес баарын кеттиришкерек,non_hate,likely_non_hate,,,57.0,1779546288
Ugzru6xvDFmYpl8SkKZ4AaABAg,8W94yWJHw6A,Нарматова матрайимов кридит алып эки миллион токту деп уялбай кантип айттын канчык,offensive,likely_non_hate,,,6.18,1779546294
UgwEnvw5HUzbNMa7hK54AaABAg,bXQ7pHLuXSc,"Бакиев Курманбек жети атадан наалаты укту,демек эч жыргабайт озбойт-онбойт,адамдын коз жашы уктатпайт,канча кан тогулду,Кудай устубуздо куну-туну карап турат,жазаларын аларына аз калды,баардыгы бумеранг болуп оздоруно барат.Бакиевтер келгени катындан-катын алышты,эч бир намыс жок экен булар да,мисалы намыстары болсо Мекен учун иштешсе болбок,жок булар канча адамды олтурушту,канчасын ортошту,мындай акмактарды жер чыдап которуп журот,оздоруу кунолорун билишет,тараза бар Кудайдын.",non_hate,potentially_hate,акмак|олтуру,profanity_ky,36.57,1779546330
