id,video_id,text,label
UgyhvkbSi-GuvGzOuNV4AaABAg,9SK6boOSZX0,Булар ошондо еле терак болгон екенда кошунасын олтурупатып Алахуакбар деп журушот тура жолго тушусун,non_hate
UgzfmKot4-ch9GFxMeZ4AaABAg,bXQ7pHLuXSc,"Акмак дагы бир жолу акмак силерге окшогон Элин стакан жерин саткан эл бузар мекенин саткан Бакиевчилер, Атамбаевчилер АЛЛАнын буйругу болсун эки дуйнодо,элиндин жериндин Мекениндин ырыскысын жеген айвандар Жана дагы айвандар силерге каргыш ,каргыш Жана дагы каргыш наалат, Уурдап кеткен уурдап алган ар бир кенедей нерсенерден чон бир буйюумга чейин буйурбасын силерге Элимдин ,Жеримдин,Мекенимдин атынан НААЛАТ, НААЛАТ, НААЛАТ. НААЛАТ, НААЛАТ",offensive
UgxNP5XP4dmHiaENj_54AaABAg,GE9a-UY4I7E,"Бети ,,пет,,да бул акмактын!",offensive
Ugyy-bO-njnyWvKZO4l4AaABAg,8W94yWJHw6A,Биаарын тазалаш керек и могул кемпир дагы кетиш керек,non_hate
UgypLi5XyhKicO4320t4AaABAg,rcF3WelvY18,Бля биз балдар менен каршы чыкканда бизди камап салган нахуй биздин эле закон коп акча менен чыктык,offensive
UgwRqFb1HH0hegeIkLR4AaABAg,bXQ7pHLuXSc,Олуп эле калгыла сволочтор уурдап алып кеткен акчаны ала алмак тургай орусча суйлой албай откондо спикер чулдурап кулку болду . Силер качпаган алсыз адамды кемирип мулжугонго эле кыйын экенсинер чондор .,hate
UgwmuMipY5OY5yZI5DR4AaABAg,GE9a-UY4I7E,Ске ебандар жонокой киши эмес ал деп коркуп жатышатко.,offensive
Ugxla5UubP1L6Q3BtlR4AaABAg,8W94yWJHw6A,Аша Соке Раимди Текени Атазов Камчыбек Жолдошбаев сыяктууларды мен колдойм меники озумдуку деп ыйламсырап жургон манкурттар кичине уялсанар боло 😊 ар намыс барбы.,offensive
UgymeAWv7UBYhquOrH94AaABAg,bXQ7pHLuXSc,Кеткенди койуп Кыргызстандын ичиндегисин эптеп албайсынарбы,non_hate
Ugxj1p26uuxvUxGJNhl4AaABAg,HeGfRTka3TQ,Кыскача айтканда боенуп жасанып кийингенге карайт эркектер баарыбызга ыймаан берсин Аллах,non_hate
UgxGg5szssI0DfZ0lbB4AaABAg,fIXFhZQ1Irg,Алынар жеткен Эми аялдар калдыбы!!!! Силен Адам укугун тебелеп жатасынар уроды менты!!! Соке позор!!!,offensive
UgyzJbjS0ryNBUIU6I54AaABAg,GE9a-UY4I7E,Вордун готуну жалаган крысалар,offensive
Ugz5Y1DGlXfinbExqWp4AaABAg,KSVY5SRkfn8,"ГКНБ ажыдаарга айланган экен.Куноосу барынында , жогунунда канын ичтинерго.Ташиев дегенде ыйлаган бала сооронгону калды эле.",non_hate
UgwSh_eBrt2SPxbpqjZ4AaABAg,rcF3WelvY18,"Бирок ар ким озу учун озунун акчасына чегет ичет, это уже дикутаторствого дейм. жабыщсын дегендер ирак афганистан сиия кеткиге жол ачык эч ким кармаган жок",non_hate
UgzCJcA63CnkO8TJ2JJ4AaABAg,9SK6boOSZX0,Биздикилер эмнеге даярдашпайт ушу акмактарга окщогон согушчандарды?,offensive
UgwcH_UBFdb5TCMg3Ed4AaABAg,HeGfRTka3TQ,Азаттык силер четен аштынар,non_hate
UgyuYFmIGvFUyb_Hgj14AaABAg,rcF3WelvY18,Эшек мээлер чет мамлекеттин жашоосун энсен ошолорду туурап ээрчип жургон кокмээлер акылынарга келгиле Аллах Тааланын каргышына калып туболук тозокулар болуп калбагыла,offensive
UgznyzCzikyEQsIWdl94AaABAg,8W94yWJHw6A,Бляяя ушу донуз чочко безтыжая корова бетин бет эмес чочконун коту экен. Бетбак трансформаторова надира 0,offensive
UgztT3_z4Ps7Ev_bVDF4AaABAg,rcF3WelvY18,Кордунорбу кенири тайрандап сайрандап журот акмактар биржа камалбайт булар,offensive
UgwunYAf9941YOaU2MN4AaABAg,9SK6boOSZX0,Ушулардь атьп олтуруп жиликтеп сальш керек дагь бастьрьп кирсе.аябастан соккуу беруу керек.,hate
UgwdAaLZETRWJWo1DBx4AaABAg,KSVY5SRkfn8,"Тарынба Ташиев тарынба. Деги эле асмандан түшпөгүдөй болуп кеттиң эле. Сен элдин тилин жулуп, колун сындырсаң сени досуң тагдырыңды сындырды го.",non_hate
Ugw6Di-q8Plm2y3UGXR4AaABAg,KSVY5SRkfn8,"Садыр Жапаров бир аз кечиккенде, жанакы 75 чал президетти алмаштырып иймек окшойт.",non_hate
UgzI-XInqzHniWeRKIV4AaABAg,fIXFhZQ1Irg,Ушул чачы кыска сучканын котун айрыш керек шайтан десе ушул жасап жатат баарын,hate
UgweqA0hyEHMLDcfsJV4AaABAg,GE9a-UY4I7E,Калыбек Качкыналиев сени бир жерден корсом олтурмокмун акмакмын,hate
UgyUVQM0ymVbe0I79bd4AaABAg,KSVY5SRkfn8,Буну кандай тушунсо болот гнб деп эле кокуй жыргатып атат деп эле бул ишти Ташиев кантип билбейт озунун калегасын тем боле борбордун гнб башчысы болсо тымызын кыйкырып иштемиш болуп крим тоболду олтуруп озулору кайра каманда тузуп алганбы Ташиевти бекеринен иштен албабтырда Садыр,non_hate
Ugx9N6J0R3JepDSYSWZ4AaABAg,bXQ7pHLuXSc,Молодец эркек экен Максим ТЭЦ боюнча Максим биринчи договор 156 млн $ тузгон экен ал кеткенден кийин Сапар Исаков менен Атамбаев 286 млн $ доллорго которуп келген мына ким кыргыздын душманы акмактар кан кускурлар Атамбаев менен Сапар Исаков ту камаш керек срочно эмнени кутуп жатат биздин бугунку духу жок бийлик,offensive
UgzT_2lj1y4o6pf64AV4AaABAg,9SK6boOSZX0,Душмандар эртели кеч дагы да кол салышат. Даяр туруш керек. Бөлунбөй биргелешип бир муштун менен буларды жайлаш керек.,non_hate
UgjacXHceOGnuXgCoAEC,GE9a-UY4I7E,Атанбаевтин калпыда калбай калды окшоит пидр алкаш олум сага баары буйрукту аткаргандар алар куноолу атанбаев себеби Балык башынан сасыйт,hate
UgyfjABIbJmhv5PIPql4AaABAg,HeGfRTka3TQ,Сойкулардан доля алган милициялар елге кызмат кылабы емнеге зордогондор акталып кетет емне себеп анан школдо байлардын балдары чиновниктердин балдары чемпион дордун тугандары еле рекет болуп кыздарды коркутуп алышкандар бар екен коркутуп зордоп чиновниктер да заказ берет дейт школго . кыздарга акчага сатылгандар бар екен деп студентер да ачка калганда бай балдардан козу отуп калышат екен жардам берсе еч нерсесин аябай калышат екен дейт студентерди мугалимдери еле екзаменден жардам берем деп жатып бузуп салышат екен милициялар коргой алышбайт кыз кайрылса мени минти десе кайра кызды азыр интернетке чыгарабыз деп коркутуп оздору зордойт екен милициялар таза иштебейт таза еместерин алмаштырыш кк,non_hate
UgyNwV65OrYyEPcIxpt4AaABAg,rcF3WelvY18,"Жиркеничту гей транс акмактар, силерди сураксыз олтуруп салса жакшы болот.",hate
UgwpwIOTzRlcvX1gf2t4AaABAg,rcF3WelvY18,Эбааа Тайланд хуйня го,offensive
UgwDXlxWjvbtjAMzoMR4AaABAg,iM4S3PDEGDg,Ушундай. Чыгаргвндарды. Атыш. Керек.,hate
Ugzka4jqooLcCnqPJwl4AaABAg,rcF3WelvY18,Эркектер мне болуп калганбыз намыс Кайда эшектер,offensive
Ugx7AtVzrCNgCXZYSk14AaABAg,8W94yWJHw6A,Кыргыз кажан онолот ушиндиб бирин бирин котун чукулап коток башдар,offensive
Ugwq9TpySXnB2xpR-Cp4AaABAg,9SK6boOSZX0,Кандай мусулман мусулман емес булар акмактар,offensive
Ugxmgda76CZD35wBnv54AaABAg,GE9a-UY4I7E,"АТАМБАЕВ ЖОЛ АЧТЫ, АЙДАЙ АЧЫК КОРУНУП БИЛИНИП ЭЛЕ ТУРАТГО",non_hate
UgztYXjzCyzWwpScHEF4AaABAg,GE9a-UY4I7E,"Зарылбек опер эмес эле жаш баладай алданып калыптырго😂😂😂😂ушундай адамдар бизди башкарып журобу,акчаны эшеке онкоруп зорго уйуно алып кетишсе керек",non_hate
UgwfOibjlIo8MtvTu-p4AaABAg,9SK6boOSZX0,Лох бийлик элди кырдынар бут дуйного позор кылдынар чмолор,offensive
UgxK5SrJ17dGd32mT3F4AaABAg,HeGfRTka3TQ,Акмаксынар олгуло зордук корбогон сон кайдагы ыдык корсотуу,hate
UgxPGer_zhLNF7GQsBF4AaABAg,KSVY5SRkfn8,"Урматтуу Садыр Жапаров, бул акмактарды түрмөдөн чыгарбаңыз",offensive
Ugzk2HXVX6AKnRpc1nJ4AaABAg,MzmJyHQlS5Y,"Мамлекеттин акчасын жегени туура эмес Кошулам сиздерге! Бирок пандемия учурунда Элге коп жардам кылган имарааттарын больница катары сунган элге , Баткендеги окуяда Эн биринчи болуп Гум помошь жиберген жакшы жактары да бар ! Мен жеке тааныбайым да ал кишини тааныганга конулумда жок! Бирок жакшы жактарында айтып койгулаа туугандар!! Азаттык бул Акш тараптан жардам алышат Жанар Акаевта ошол жактын адамы деп уканмын адамдын тек кана жаман жагын жаза бербестен жакшы жактарында кошуп койгулаа",non_hate
UgxptCDEJV6qsaxf51Z4AaABAg,9SK6boOSZX0,Шох сени издеп журуп таап котунду айрыйбыз буйруса сука,hate
UgzEKug621mhbWVrEJx4AaABAg,9SK6boOSZX0,"Бийликке жаман Адам келсе элинин Шору.Ошол тажиктердин президентини коз карашы начар.Каргыш тийсин.Ата бабабыздын,шейит кеткен балдардын,Ата энелеринин биздин каргышыбыз ошол Эмамоли акмакка тийсин",offensive
UgyBjGEGofNvtLbcd4F4AaABAg,MzmJyHQlS5Y,Эдил Арам нерселерди силер ачтынарга Кумар кана казино адал менен арамдын айырмасын билбей,non_hate
UgzOodO-FKeSJv7fE_l4AaABAg,HeGfRTka3TQ,Эй Кыздардын азыр психологиясы бузулду интернеттеле олтурушат. Мен 45 темин инстаграмда жашы 18 ден 35 жашка чеин кыз келиндер жолугуга чакырат кееде барам кееде барбайм. Беш кол тен эмес билбейсин эмне кутуп турат сени. Каякта мыйзамдарды токтоткулачы провокация жана подстава мн гана иштейсинер менттерге дагы кобуроок акча тушот.,non_hate
Ugw7nMAjTBm3SmZAHqR4AaABAg,9SK6boOSZX0,"Жер жарылып соруп кетсин жексурлар, тукумунар курут болуп, мин наалат силерге.",offensive
UgxpY3PiGKQZiugXUc54AaABAg,rcF3WelvY18,"Урматтуу мекендештер! Сиздерден өтүнүч — биздин баракчага катталып коюуну унутпаңыздар. Сиздердин ар бир колдооңуздар биз үчүн чоң дем, иштердин алдыга жылышына түрткү болот. Эгерде дагы коомчулукка терс таасирин тийгизген учурларга күбө болсоңуздар же маалымат болсо, бизге кайрылсаңыздар болот. Бирге аракет кылсак — оң өзгөрүү болот!",non_hate
Ugy885F006r5LPHQiBl4AaABAg,9SK6boOSZX0,Акмак тажиктер булардын сагы жок как баштар кырылып олушсун,hate
UgwC82dmjjSlIgpXqHd4AaABAg,8W94yWJHw6A,Акмактар эмнеге боштондук,offensive
UgyRKeZUY0HPahAiPCB4AaABAg,bXQ7pHLuXSc,Кырылып кеткиле тобун менен!!!,hate
Ugwab8o__ceEerRENoF4AaABAg,rcF3WelvY18,Пздц хиджаб кийип кальян чегип оурганы кантет 😂,offensive
UgyN8cXW5MOrxqT2a0F4AaABAg,HeGfRTka3TQ,Биринчи Суйлогон кыз жомок Атпачы,non_hate
Ugxwy2JibAS-9vYm74x4AaABAg,8W94yWJHw6A,Атазовтун бети чыгып каптырго уят камалсын мамлекетке пайдасы тийбеген элге тиебиле атазовту кошуп камасын,non_hate
UgzYFe7HwHZW8iiBkqd4AaABAg,GE9a-UY4I7E,Далбаёпсуң сен акчага сатылган пидарассың азизди атса кайра жакшы эмес беле канча кыргыздарды өлтүргөн,hate
UgxnTTvCgaUc-m_wtit4AaABAg,9SK6boOSZX0,"У шундай эшек адамдарды бизде жок кылчу снайперлер Барбы, жок болсо атайын окууга жонотуп даярдайлы",hate
Ugzx0KVgJwm4k-1FP5B4AaABAg,KSVY5SRkfn8,Ушулардын айынан Ташиев олкодон чыгып кеттиби.,non_hate
UgxEWahVYyK2ll2ISo14AaABAg,8W94yWJHw6A,Пусть пириежают хватит карангы болуп барынардын башынар бар аракты озунарга куюп атавы менинерди иштетктиле бизди да эль бильсин карангылар уйдо отурсун манас болуп кетет делом зайимитесь сплет5ники людми нада встать не дикорями бут бары кельсин добро пожаловать наркотиканы арак проситуция ны каоагыла шермкнбдебисти чыгаргандар коп милиция айбандарыбыз бар бизди у ят кылгандар мал дар бар ичтбизде,offensive
UgzndzCs90SxTp1erHd4AaABAg,8W94yWJHw6A,"Балык башынан сасыйт дейт, биринчи Чонунан Садыйдан баштап камаш кереккодейм. Садый озу Бензин ташып Бизнес кылып журуп Элдин арты м/н кызматка келдилего. Раимдын Хабибулла Сартка окшогон Мафияларын аралаштырып алганына караганда Садый озу тазаместа.",non_hate
UgzJ5jyABpD5yLWoGmR4AaABAg,GE9a-UY4I7E,Булар жон эле ийне жоголду деп жер чукуп олтурушат жинди чалыш болуп олтурушат ал бетте Атамбаевдин кийлигишуусу болду да майда чуйда киши жазабайт да бештен белгилуу да,offensive
UgxBa4FQxbWRzzxfo3d4AaABAg,rcF3WelvY18,"Уйгур зек ЛГБТ президентинер жана анын сарт ЛГБТ шпион досу жана ушул экоону колдогон кошоматчылар, силер дагы ЛГБТысынар!!! 😂 Анан, ЛГБТ болуп туруп, ЛГБТлар курошконунор, кандайча болуп калат??? 😂",hate
UgxwvhsiuRNOupn4Ra94AaABAg,rcF3WelvY18,"14:45 😂😂😂 западлого даже артынан чуркаш 😂😂😂 7м чуркаганда эркек , суйлогондо канчык 😂",offensive
UgjaIxcMjJmFZXgCoAEC,GE9a-UY4I7E,Жалган соз баарын акчага сатып алган да акмак баарын камаш керекАташ да,offensive
UgwBLNYqGp1lBPuDFJZ4AaABAg,uVtRxYnDPIQ,Сознания детейдетго блять туйруш герек,offensive
UgzOFtYnSAOrs6bFixV4AaABAg,HeGfRTka3TQ,Бул батыштын кыргыздардын мен талитетин каршы турган уюму акчага сатып алышкан,non_hate
UgxXT9Ys80yhltP9KMp4AaABAg,KSVY5SRkfn8,Онолуп атабыз десе Ташикем Камчыдан ашкан го,non_hate
UgysVkKb6bP8d3QZFPx4AaABAg,mOGb4Wzdbv4,Афристке боло берет бул акмак пешка экенин сезип жатабы экен,offensive
UgyG-4ZFsRz40JD7iol4AaABAg,GE9a-UY4I7E,Баарынар эшексинер суки элден жеген акчанар котунордон чыксын Батукаевдын кулусунар кулсунар,offensive
UgzO8ilD7RGz3hpcaN14AaABAg,9SK6boOSZX0,"Биздин солдаттар 200 дой таджиктерди олтуруптур го, эмкиде киргенде дагы бир ойлонуп кол салат",hate
UgwP5jY4u17X4_nAo5h4AaABAg,mOGb4Wzdbv4,каршы чыгалы эли журт,non_hate
UgzKOEi0faPYY4xS7fx4AaABAg,MzmJyHQlS5Y,Женбеков эшектин тушоосун да чечкен жок,non_hate
Ugx76GfNxyPk1OhGo4x4AaABAg,9SK6boOSZX0,Ушул Шох деген котту мекендештерибиз учун олтуруп оч алышыбыз керек,hate
UgygB_tC00lEyoQR_Vt4AaABAg,HeGfRTka3TQ,Оооой жалаптар кыздардын баары жалаптар,hate
UgwguftVgK53CVuVNZF4AaABAg,8W94yWJHw6A,Тантыраган Акмактар Раимдан сура кантип уурдаш к к деп эле айтсан болмок Бир жолу жаштарга БУМАГА 🧻 айткандай вообще невозможно экенда ОКМОТТО иштеш колунарда келбесе жаштарга бошотсонор боло оорун,non_hate
Ugw8T_7_lR3g6C_2SoR4AaABAg,MzmJyHQlS5Y,Сволучтар богун жепсинер 38:59,offensive
Ugzc056zaHz_P5RPwat4AaABAg,HeGfRTka3TQ,Чоон проблема чечип атышатго,non_hate
UgybaULSM4WmXbtp0494AaABAg,rcF3WelvY18,Түздөн-түз жалап болота,hate
UgwhSFx8YS82DuLOHIp4AaABAg,KSVY5SRkfn8,Бул озу Эду деген жана тегерегиндеги 40 чоросу мурдагы Матраимовдун спортсмендери.Анткени Эду деген гугулда Матраимовдун жана Саркарбаев менен тушкон суроттору коп экен.,non_hate
Ugy-kXzumCIohM5yQTJ4AaABAg,8W94yWJHw6A,Оз елине оз ханына каршы чыка уйбулонун кордугу балдарына тийсин,offensive
UgzvRRqNrFfvnI0NbZt4AaABAg,rcF3WelvY18,А блят эки кыргызды кармап артынан куалап албай андаш башкасына күч жетпедиби орусу башкасыда жүрөт тегиз баарын кармап бетин ачкылада,offensive
UgzTeSAd8CxIj2Uj8sl4AaABAg,uVtRxYnDPIQ,Пиздец товарищи это пиздец😂😂😂😂😂,offensive
UgyNiqOm_UVOspcItPx4AaABAg,va4UkKaVJ8k,"Туйруш керек буларды ойгонсонор боло,намыс деген жок калды",hate
Ugx8LQJSKkQhz6QZrYp4AaABAg,8W94yWJHw6A,Муну да олтуруп койбосо болду,non_hate
UgzjMoTjJLO1Ntt_ESB4AaABAg,KSVY5SRkfn8,"Садыр Жапаров бали, сиз менен сыймыктанабыз",non_hate
Ugw2MmGn9pxEJciAyTl4AaABAg,8W94yWJHw6A,Надира жезкемпир качан жоголот 😮😮😮,offensive
Ugw8ZWkJwFmiGjSwvpV4AaABAg,MzmJyHQlS5Y,"САДЫР ЖАПАРОВ: Раим Матраимов камалат, мен азыр толук кандуу ишке киреше элекмин. Канча жыл өттү? Же Садырга да факты керекпи?",non_hate
Ugzov_7Q9CfhflMBdTF4AaABAg,rcF3WelvY18,Кудай Аллах деп жашачу болдукко оронгон кыздар калян тартып атса өтө өөн учурайт экен уяты жок ээнбаштар🤨,offensive
UgzH6LYYHpHu32Qp9E54AaABAg,8W94yWJHw6A,"99% пайыз азыркы депутаттар чиновниктер баары Раимдин чайын ичип жүргөндөр. Ташиев деле аны убагында ""жөнөкөй жигит"" деген, эмне билген эмес би? Көлбаевдин деле чайын ичип жүргөндөр азыр олтурушат жогорку жакта. Эми эле баары жанталашып актанышат.",non_hate
UgyPRni926LD_Cw3Tlp4AaABAg,8W94yWJHw6A,блять сигеин дагы эле коррупция 30 жылдан бери колунан эч нерсе келишпейт,offensive
UgwmUWAbYv70UN59aAB4AaABAg,HeGfRTka3TQ,оронуп алсан эч качан тийише албайт саксайып чачын жамбашыны корсотуп журсон тийишетта,offensive
UgyA3QNxD7Mpk4gm4Sd4AaABAg,MzmJyHQlS5Y,Талант мамытов .тусунон горунуп турат .хуйовой адамсын .ешек,offensive
UgzN79tizY_Zcw2KDlt4AaABAg,rcF3WelvY18,Калян деген тамекиби же эмне,non_hate
UgyC-NNoP1uSiswSlqd4AaABAg,GE9a-UY4I7E,чечен туугандар кыргыздардан кечирим сурашты го ушундай акмакка чыдаган силерге рахмат деп,offensive
Ugyu3Zj9zi6immwD0P14AaABAg,8W94yWJHw6A,Матраев олсо андан башкалар чыгат,non_hate
UgzDFOFSh_HwRLKBphh4AaABAg,bXQ7pHLuXSc,Бул чмону акча сактайалбайт.Чмону акча Адам кылбайт!!!Акыры бул акча мунун тубуно жетет.,offensive
UgyZ9XHLmogpK0ORC9p4AaABAg,9SK6boOSZX0,"Шох эки дуйнодо жакшылык корбосун! Аллахым жазасын берсин!Бул акмакка,жаан жааган убакта,100жолу,кавсар суроосун окугула! Женишке жетебиз!",offensive
UgxtI77WhylYFcIz9wN4AaABAg,GE9a-UY4I7E,Аллах кор кылсын азыркы бийликтен баштап Акаевге чейинки бийликте отурган иттерди ошол иттерди колдоп жаткан эшектерди кыяматда ошол иттер менен чогу кылсын,offensive
Ugy1tnjI3IhihvmwG7N4AaABAg,HeGfRTka3TQ,ЫДЫКкорсоткон адамга катуу жаза корулсо жакшы бболмок,non_hate
UgwPoOyp9apfCw8bREh4AaABAg,va4UkKaVJ8k,Молодцы. Жаштарды олтуруп жатышат а то наркоман кылып,hate
Ugw8eYQYZ0SSQ1kTY4V4AaABAg,bXQ7pHLuXSc,Ай акмак журналист Кубат Максимдин байлыгы эмес АШАнын миллардын тапсанар болмок,offensive
UgwGz6JilY4SlyOXNhx4AaABAg,9SK6boOSZX0,"Алланын каргышына калгыр, эшек тажиктер",hate
UgzxXIv4QZ5yEqe_a914AaABAg,9SK6boOSZX0,Иншаллах тазиктер жооп бере турган кун келет Иншаллах,hate
UgxuL-OXIqCUp5R4LDp4AaABAg,8W94yWJHw6A,"Ууру, акмактар Кудайым жазанарды берсин. Садырдын б.... на тойгула уурулар.",offensive
UgyS1kLO2wq2rUTvtdB4AaABAg,bXQ7pHLuXSc,Кыргызстанды кыйратпай жатасынар. Лондонго убара болбойле койбопсунарда. Ыссыкта😀😀😀😀,non_hate
Ugz3B2es4rKfZBrXaj14AaABAg,va4UkKaVJ8k,Эркектер бузуп жатат деген жалаптар силер жалапсынар. Ата энең койнунан уурдап чыгып сигип койгонсуп өзүңөр ыңгайсыз жерди ыңгайлуу кылып ачып берген силерде күнөө темселеп жүрөсүңөр ар жерде сигарет чегип. Күнөөңдү айтса беш кол тең эмес деп чыгасыңар көрүп эле жатабыз го кыздарды катындарды ошолорду көрүп кантип аял кишиге ишенесиң андай жалаптарды көргөн киши чын сүйлөсө дагы ишенбей калат,hate
Ugyg21t1qmGjkhhC7iN4AaABAg,GE9a-UY4I7E,рысалиев деген эшек койберген азыр депутат,offensive
Ugyv3mtIwL5AEApHSZt4AaABAg,8W94yWJHw6A,Котоко окшобой колдогондорду да камаш керек,offensive
Ugx60FRoNlqj1c8HaRJ4AaABAg,KSVY5SRkfn8,Келечекти ойлогондор ото аз!,non_hate
UgwJrU70Z6E8Ypfz5Sd4AaABAg,9SK6boOSZX0,Акмактар тажиктер кол салган Аллахым жазанарды берсин ылайым,hate
UgyHMhlaQf0ftlhVkax4AaABAg,8W94yWJHw6A,"Акаевти камаш керек биринчиден ошол акмак баштады бут корупцианы кумтор учун,армиа учун ачка калган солдаттар.камчи менен кошо жургондор министерлер байлар журот эч ойлонбой.камаса чекеден камасын туштук тундукко болунбой",offensive
UgwFFNQQBgB_Y0jlKvV4AaABAg,bXQ7pHLuXSc,Сыртынан соттобойле өлтүрүп салыш керек бул шакалды,hate
UgwdlJywguap1bF5Pix4AaABAg,bXQ7pHLuXSc,Бир жолу олтуруп келбейт белен ал шакалды,hate
UgxF7ogj2YHIW-t1sBF4AaABAg,8W94yWJHw6A,Нарматова бетин Бет эмес эле эшектин коту экен,offensive
Ugx28wumRlUmWJsZfYF4AaABAg,bXQ7pHLuXSc,Маладес Бакиевтер иштеп жешкен азыркылар иштебей эле жеп жатып калдыго бир гарыш границаны чече албай тентек болуп жатышат идиоттор жети областан экиден деппутат калтырып калганын камаш керек,offensive
UgzwvfRj0p-OlXLyDnt4AaABAg,KSVY5SRkfn8,"Мультфилим бар элего, бир бала келип драконду олтуруп анан озу дракон болуп калат элего. Так ошондой болуптурда",non_hate
UgwlCAZznZZT5EhCbTt4AaABAg,iM4S3PDEGDg,"Ээй, жомокту айтпагылачы, болерлерди, элди баш аламандыкка үгүт кылганын камаш керек, бул зөөкүр фанат блоггерлердин иши, канал канчна коп окулса ошончо акча алат акмактар",offensive
UgwtkK_F1mV_2c5QcMJ4AaABAg,GE9a-UY4I7E,Озубуздун чыгаан жигитибиз Садыр Жапаровту камап кайдагы мыкаачыны коргоп колдоп кое бергендер онбойтго Азиз адам олтурсо майли озун олтурбой периште кыласынарбы башынарга салла кылып тагып алгыла акмактар,offensive
UgxUFNr4AufGKsc8U994AaABAg,bXQ7pHLuXSc,"Эгер Максим Бакиев кунолуу болсо ал чет олкодо кармалмак, нары ал иштей алмак эмес, ушунча жылдан бери эч нерсе табылбады, чет олкодогу окмоттор да коз алышмак, азыр кыргызстанда ким иштеп кетсе ошол кунолуу деп айтылат а биздин депутаттар аккуунун котундой ак аларды корбойбуз сокур болуп калышкан го ошолор отурат акча жээрлер бир иш кылса гана, откон кунду эле талкулай беришет",offensive
UgxOz-anf6uhnd8DS3N4AaABAg,GE9a-UY4I7E,Атамбаевдын заказы Атамбай камалсын Кыргыз Элиме Жоопберсин соттолсун,non_hate
UgwUQqNaeqCKlim0ATl4AaABAg,va4UkKaVJ8k,Олтуруш керек буларды,hate
UgyGUgSNMZbSPcmfX2B4AaABAg,9SK6boOSZX0,"Кудайга шүгүр, ушунча убакыттан бери чечилбеген чек ара маселесине чекит коюлду, эми сактаныш эле калды.",non_hate
UgykdQKxxviMlTG0zqF4AaABAg,bXQ7pHLuXSc,Акмак бакиевдер жакшылык көрбөгүлө тукумуңар курутуп болсун кыргыз элин сызга отургузуп качып кеттиңер канкорлор арам өлгурлөр жараткан Алла жазаңарды жүз эселеп берсин оомийин.,offensive
Ugxq1XxvK48oJWY7swV4AaABAg,KSVY5SRkfn8,Бляяйт Кытайдын жазасын берсе шакалдарга,offensive
UgzqQvTTN3F2djJoQPp4AaABAg,HeGfRTka3TQ,Бизде закон жок чара колдонсо кыздар жашырбай айтат акмактарды камаш кк,offensive
UgweYTtsryFoIBHeqYJ4AaABAg,HeGfRTka3TQ,Чоочун аял -эркек аралаш журсо тырсыйтып кочугунун размери билингидей тар кийсе анан эркек азгырылат да.Менин курсташ бир кыз бар эле турмушка чыккандан кийин сабака келип калды бир куну сулуу кыз эле .Бир куну кафедранын башчысы агайыбыз ошол кызынарды мага чакырып бербейсинерби деп жаман оюн айткан .Жашы бир топко барып калганы учун ээгин сындыра урайын деп бирок акмак экенсин дегенден башка айла жок болгон.Ошон учун чоочун аял эркек аралашкандан этият болуг керек,hate
UgxTqZeS01cg60kGsWR4AaABAg,rcF3WelvY18,Бляяя биздеда ушундай кызтекелер голуболор барбы😮😮 чогултуп туруп эле чункурга таштап ортоп салыш керекко,hate
UgyR8pSWjimgYViQ07d4AaABAg,9SK6boOSZX0,Чекеден кырылып олсун манкурт тажиктер,hate
UgxP8J1uqsgf-FYEZlB4AaABAg,KSVY5SRkfn8,"Раст болуптур, баары камалсын, мафия болгондор",non_hate
UgxJIgMmJgWAXoZGjuN4AaABAg,8W94yWJHw6A,Эки жузду эшектер,offensive
UgziMLkgS7aLIR5x_0p4AaABAg,rcF3WelvY18,Бийликти тоготбогон копкон акмактар,offensive
UgxpiyoaFNeYixiHx0N4AaABAg,9SK6boOSZX0,"Генерал Шок убагында Жергеталда меджохед болуп жургонун эл жакшы билет. Генерал согушка баш болуп киргени, бул демек Эмомали эшектин буйругу экени айтпасада тушунуктуу . Тажиктерден эчкачан жакшылык келбейт.",hate
UgwJnNJiWUCE4g7BYfZ4AaABAg,9SK6boOSZX0,"КЫРГЫЗСТАНГА РАХМОН ШАКАЛЫ КЕЛЕБИ, ШОХ ИСКАНДАРОВУ КЕЛЕБИ ӨЛТҮРҮШ КЕРЕК ДА КЫЙНАП",hate
UgxRf0yzMbx3VGXGKuR4AaABAg,HeGfRTka3TQ,"Зомбулук, забота, смски, коом, ыдык пыдык ха-ха-ха-ха что за детский сад",non_hate
UgxYubqOX6cpdWCB2LV4AaABAg,va4UkKaVJ8k,Мамлекеттен кууп салыш керек келгис кылып,non_hate
UgyL3WTrB-HQJlk8sB94AaABAg,9SK6boOSZX0,Коток барбы бу видиодо изилдеп озунду жерге уруп котун айрыш керек,hate
UgxJ8waKrRCig_IGEOd4AaABAg,mOGb4Wzdbv4,Булардын башкы колдочулары равшан жээнбеков отунбаева текебаев сыяктуулар турганда булар ачыка чыга баштады буларга катаал чаралар керек буларды баардык жерде кыргыз урпагы деп санабаш керек жана коомдон ажыратыш керек,hate
Ughg7iGQgrBgiHgCoAEC,GE9a-UY4I7E,аида салянова жаляп азиз батукаевдин котогун соруп журуп,hate
UgxvZqKe8Ca4ZT0wRgp4AaABAg,rcF3WelvY18,Манкурттар. Эне-тилин жеериген манкурттар.,offensive
